Nvalid,StateName,NPostCode,NYear,NClimateZone,StarRating,Exposure,X,CertificateHeating,CertificateSCool,CertificateLCool,TotalFlArea,TotFloorArea,SlabOnGroundArea,FloorsAboveGround,SubfloorFloorArea,FloorsAboveNeighbours_100,CeilingsBelowNeighbours,TotalSharedSurfaceArea,FloorHeightmin,FloorHeightmax,NumberofLiving,NumberofBedrooms,MStorey,NStorey
34,     VIC,3204,16,21, 6.40,        Suburban,NA,82.22,15.72,     2.13,232.39,217.12,148.28,0,0,0,0,118,0.38,3.4,1,4,1,2
35,     VIC,3008,17,21, 7.70,        Suburban,NA,49.7,9.75,     5.56,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
36,     VIC,3008,17,21, 5.90,         Exposed,NA,109.67,13.87,     1.77,68.46,68.46,0,0,0,68.46,68.46,175,39.67,39.67,1,2,14,1
37,     VIC,3008,17,21, 7.80,       Protected,NA,43.68,12.45,     7.01,35.7,35.7,0,0,0,35.7,35.7,113,9.43,9.43,1,1,3,1
38,     VIC,3008,17,21, 7.70,       Protected,NA,43.55,13.84,     7.49,35.7,35.7,0,0,0,35.7,35.7,113,9.43,9.43,1,1,3,1
39,     VIC,3008,17,21, 7.90,       Protected,NA,54.64,10.05,     6.51,35.7,35.7,0,3822,38.22,0,35.7,78,3,3,1,1,1,1
40,     VIC,3008,17,21, 7.90,       Protected,NA,54.64,10.05,     6.51,35.7,35.7,0,3822,38.22,0,35.7,78,3,3,1,1,1,1
41,     VIC,3008,17,21, 7.80,       Protected,NA,41.72,13.39,     7.66,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
42,     VIC,3008,17,21, 7.80,       Protected,NA,41.72,13.39,     7.66,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
43,     VIC,3008,17,21, 7.80,       Protected,NA,42.22,13.16,     7.46,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
44,     VIC,3008,17,21, 7.70,       Protected,NA,46.85,11.42,     6.56,35.7,35.7,0,0,0,35.7,35.7,113,12.38,12.38,1,1,4,1
45,     VIC,3008,17,21, 7.70,       Protected,NA,46.74,12.7,     6.99,35.7,35.7,0,0,0,35.7,35.7,113,12.38,12.38,1,1,4,1
46,     VIC,3008,17,21, 7.70,       Protected,NA,46.27,11.68,     6.70,35.7,35.7,0,0,0,35.7,35.7,113,12.38,12.38,1,1,4,1
47,     VIC,3008,17,21, 7.00,       Protected,NA,67.06,20.17,     8.23,35.7,35.7,0,0,0,35.7,0,78,15.33,15.33,1,1,5,1
48,     VIC,3008,17,21, 7.00,       Protected,NA,67.06,20.17,     8.23,35.7,35.7,0,0,0,35.7,0,78,15.33,15.33,1,1,5,1
49,     VIC,3008,17,21, 7.80,       Protected,NA,56.77,10.09,     6.55,35.7,35.7,0,3822,38.22,0,35.7,78,3,3,1,1,1,1
50,     VIC,3008,17,21, 7.00,       Protected,NA,66.62,20.46,     7.82,35.7,35.7,0,0,0,35.7,0,78,15.33,15.33,1,1,5,1
51,     VIC,3008,17,21, 7.80,       Protected,NA,56.77,10.09,     6.55,35.7,35.7,0,3822,38.22,0,35.7,78,3,3,1,1,1,1
52,     VIC,3008,17,21, 7.80,       Protected,NA,43.21,12.62,     7.38,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
53,     VIC,3008,17,21, 7.80,       Protected,NA,43.21,12.62,     7.38,35.7,35.7,0,0,0,35.7,35.7,113,6.48,6.48,1,1,2,1
54,     VIC,3008,17,21, 7.70,       Protected,NA,45.04,13,     7.00,35.7,35.7,0,0,0,35.7,35.7,113,9.43,9.43,1,1,3,1
55,     VIC,3008,17,21, 7.80,       Protected,NA,44.62,11.97,     6.86,35.7,35.7,0,0,0,35.7,35.7,113,9.43,9.43,1,1,3,1
56,     VIC,3008,17,21, 7.70,       Protected,NA,46.21,11.57,     6.62,35.7,35.7,0,0,0,35.7,35.7,113,12.38,12.38,1,1,4,1
57,     VIC,3008,17,21, 7.70,       Protected,NA,46.21,11.57,     6.62,35.7,35.7,0,0,0,35.7,35.7,113,12.38,12.38,1,1,4,1
58,     VIC,3008,17,21, 7.00,       Protected,NA,66.62,20.54,     7.84,35.7,35.7,0,0,0,35.7,0,78,15.33,15.33,1,1,5,1
59,     VIC,3008,17,21, 7.90,       Protected,NA,38.27,12.6,     7.10,37.3,37.3,0,0,0,37.3,37.3,122,6.48,6.48,1,1,2,1
